Date,DayOfWeek,IsWeekend,IsHoliday,Weather,Temperature,GuestCount
2025-01-29,2,0,0,Rainy,25,35
2025-01-30,3,0,0,Clear,32,68
2025-01-31,4,0,0,Clear,32,92
2025-02-01,5,1,0,Clear,29,153
2025-02-02,6,1,0,Clear,30,121
2025-02-03,0,0,0,Cloudy,29,60
2025-02-04,1,0,1,Cloudy,29,175
2025-02-05,2,0,0,Clear,31,62
2025-02-06,3,0,0,Clear,31,42
2025-02-07,4,0,0,Clear,30,36
2025-02-08,5,1,0,Clear,30,118
2025-02-09,6,1,0,Rainy,25,83
2025-02-10,0,0,0,Clear,32,45
2025-02-11,1,0,0,Clear,31,76
2025-02-12,2,0,1,Clear,29,160
2025-02-13,3,0,0,Clear,32,76
2025-02-14,4,0,0,Clear,30,28
2025-02-15,5,1,0,Cloudy,27,125
2025-02-16,6,1,0,Clear,30,138
2025-02-17,0,0,0,Cloudy,28,69
2025-02-18,1,0,0,Clear,32,56
2025-02-19,2,0,0,Clear,29,56
2025-02-20,3,0,0,Rainy,25,46
2025-02-21,4,0,0,Cloudy,28,31
2025-02-22,5,1,0,Rainy,26,100
2025-02-23,6,1,0,Clear,30,97
2025-02-24,0,0,0,Cloudy,29,19
2025-02-25,1,0,0,Clear,32,47
2025-02-26,2,0,1,Clear,31,112
2025-02-27,3,0,0,Cloudy,27,51
2025-02-28,4,0,0,Cloudy,28,73
2025-03-01,5,1,0,Clear,30,161
2025-03-02,6,1,0,Clear,29,99
2025-03-03,0,0,0,Rainy,25,18
2025-03-04,1,0,0,Cloudy,28,65
2025-03-05,2,0,0,Rainy,24,27
2025-03-06,3,0,0,Clear,29,91
2025-03-07,4,0,0,Rainy,24,10
2025-03-08,5,1,0,Rainy,26,80
2025-03-09,6,1,0,Rainy,25,55
2025-03-10,0,0,0,Clear,29,43
2025-03-11,1,0,0,Clear,30,89
2025-03-12,2,0,0,Clear,30,67
2025-03-13,3,0,1,Clear,30,119
2025-03-14,4,0,0,Clear,29,56
2025-03-15,5,1,0,Clear,31,115
2025-03-16,6,1,0,Clear,30,125
2025-03-17,0,0,0,Clear,30,43
2025-03-18,1,0,0,Clear,30,29
2025-03-19,2,0,0,Clear,29,100
2025-03-20,3,0,0,Clear,32,82
2025-03-21,4,0,0,Cloudy,27,68
2025-03-22,5,1,0,Cloudy,29,120
2025-03-23,6,1,0,Clear,32,144
2025-03-24,0,0,0,Cloudy,27,26
2025-03-25,1,0,0,Rainy,26,36
2025-03-26,2,0,0,Clear,32,51
2025-03-27,3,0,0,Clear,31,63
2025-03-28,4,0,0,Clear,29,43
2025-03-29,5,1,0,Clear,31,101
2025-03-30,6,1,0,Cloudy,27,61
2025-03-31,0,0,1,Cloudy,28,106
2025-04-01,1,0,0,Clear,31,37
2025-04-02,2,0,0,Clear,31,40
2025-04-03,3,0,0,Clear,30,33
2025-04-04,4,0,0,Rainy,26,32
2025-04-05,5,1,0,Clear,32,73
2025-04-06,6,1,0,Clear,32,144
2025-04-07,0,0,0,Clear,30,50
2025-04-08,1,0,0,Clear,32,40
2025-04-09,2,0,0,Clear,29,65
2025-04-10,3,0,0,Rainy,24,10
2025-04-11,4,0,0,Rainy,24,60
2025-04-12,5,1,1,Clear,30,211
2025-04-13,6,1,1,Clear,31,244
2025-04-14,0,0,1,Clear,29,192
2025-04-15,1,0,0,Clear,31,40
2025-04-16,2,0,0,Clear,30,84
2025-04-17,3,0,0,Cloudy,29,53
2025-04-18,4,0,1,Clear,30,173
2025-04-19,5,1,0,Cloudy,28,90
2025-04-20,6,1,0,Cloudy,28,122
2025-04-21,0,0,0,Rainy,26,10
2025-04-22,1,0,0,Clear,29,40
2025-04-23,2,0,0,Clear,31,43
2025-04-24,3,0,0,Cloudy,29,59
2025-04-25,4,0,0,Clear,31,79
2025-04-26,5,1,0,Clear,31,108
2025-04-27,6,1,0,Clear,32,80
2025-04-28,0,0,0,Clear,32,36
2025-04-29,1,0,0,Clear,31,61
2025-04-30,2,0,0,Clear,29,74
2025-05-01,3,0,1,Clear,31,180
2025-05-02,4,0,0,Rainy,25,14
2025-05-03,5,1,0,Rainy,24,94
2025-05-04,6,1,0,Clear,32,130
2025-05-05,0,0,0,Cloudy,28,74
2025-05-06,1,0,0,Cloudy,29,72
2025-05-07,2,0,0,Cloudy,27,44
2025-05-08,3,0,0,Cloudy,28,49
2025-05-09,4,0,0,Rainy,26,12
2025-05-10,5,1,0,Cloudy,29,105
2025-05-11,6,1,0,Rainy,24,112
2025-05-12,0,0,1,Rainy,25,78
2025-05-13,1,0,1,Rainy,26,159
2025-05-14,2,0,0,Cloudy,28,41
2025-05-15,3,0,0,Rainy,26,10
2025-05-16,4,0,0,Rainy,24,15
2025-05-17,5,1,0,Rainy,24,59
2025-05-18,6,1,0,Clear,31,151
2025-05-19,0,0,0,Cloudy,28,62
2025-05-20,1,0,0,Rainy,26,43
2025-05-21,2,0,0,Clear,30,53
2025-05-22,3,0,0,Rainy,26,23
2025-05-23,4,0,0,Rainy,25,56
2025-05-24,5,1,0,Rainy,26,40
2025-05-25,6,1,0,Rainy,25,99
2025-05-26,0,0,0,Clear,29,67
2025-05-27,1,0,0,Clear,32,33
2025-05-28,2,0,0,Rainy,25,10
2025-05-29,3,0,0,Rainy,25,10
2025-05-30,4,0,0,Rainy,25,40
2025-05-31,5,1,0,Rainy,26,112
2025-06-01,6,1,0,Rainy,25,50
2025-06-02,0,0,0,Rainy,24,10
2025-06-03,1,0,0,Rainy,25,46
2025-06-04,2,0,0,Rainy,25,40
2025-06-05,3,0,0,Rainy,24,26
2025-06-06,4,0,0,Rainy,24,21
2025-06-07,5,1,1,Rainy,26,114
2025-06-08,6,1,0,Rainy,25,109
2025-06-09,0,0,0,Clear,30,53
2025-06-10,1,0,1,Clear,30,119
2025-06-11,2,0,0,Cloudy,27,48
2025-06-12,3,0,0,Rainy,26,21
2025-06-13,4,0,0,Rainy,26,58
2025-06-14,5,1,0,Rainy,24,101
2025-06-15,6,1,0,Clear,29,95
2025-06-16,0,0,0,Clear,31,68
2025-06-17,1,0,0,Clear,32,59
2025-06-18,2,0,0,Clear,30,41
2025-06-19,3,0,0,Cloudy,29,75
2025-06-20,4,0,0,Rainy,24,10
2025-06-21,5,1,0,Rainy,25,143
2025-06-22,6,1,0,Clear,32,155
2025-06-23,0,0,0,Clear,29,82
2025-06-24,1,0,0,Rainy,26,14
2025-06-25,2,0,0,Rainy,24,43
2025-06-26,3,0,0,Cloudy,28,63
2025-06-27,4,0,0,Rainy,25,10
2025-06-28,5,1,0,Rainy,26,78
2025-06-29,6,1,0,Rainy,25,82
2025-06-30,0,0,0,Cloudy,27,64
2025-07-01,1,0,0,Rainy,26,20
2025-07-02,2,0,0,Rainy,25,48
2025-07-03,3,0,0,Rainy,26,34
2025-07-04,4,0,0,Clear,29,22
2025-07-05,5,1,0,Clear,30,150
2025-07-06,6,1,0,Rainy,26,105
2025-07-07,0,0,0,Rainy,26,10
2025-07-08,1,0,0,Rainy,24,10
2025-07-09,2,0,0,Rainy,26,31
2025-07-10,3,0,1,Cloudy,27,108
2025-07-11,4,0,0,Rainy,25,37
2025-07-12,5,1,0,Clear,29,129
2025-07-13,6,1,0,Clear,31,144
2025-07-14,0,0,0,Clear,30,26
2025-07-15,1,0,0,Cloudy,28,42
2025-07-16,2,0,0,Rainy,24,10
2025-07-17,3,0,0,Cloudy,27,47
2025-07-18,4,0,0,Rainy,24,10
2025-07-19,5,1,0,Rainy,26,98
2025-07-20,6,1,0,Rainy,24,77
2025-07-21,0,0,0,Rainy,26,10
2025-07-22,1,0,0,Cloudy,29,74
2025-07-23,2,0,0,Cloudy,28,43
2025-07-24,3,0,0,Cloudy,29,30
2025-07-25,4,0,0,Rainy,25,42
2025-07-26,5,1,0,Rainy,26,130
2025-07-27,6,1,0,Rainy,24,71
2025-07-28,0,0,0,Cloudy,28,47
2025-07-29,1,0,0,Rainy,26,10
2025-07-30,2,0,0,Cloudy,27,25
2025-07-31,3,0,0,Clear,32,72
2025-08-01,4,0,0,Clear,29,55
2025-08-02,5,1,0,Clear,31,131
2025-08-03,6,1,0,Clear,30,112
2025-08-04,0,0,0,Rainy,24,10
2025-08-05,1,0,0,Clear,32,71
2025-08-06,2,0,0,Clear,30,43
2025-08-07,3,0,0,Rainy,26,10
2025-08-08,4,0,1,Clear,30,141
2025-08-09,5,1,0,Cloudy,29,85
2025-08-10,6,1,0,Clear,32,99
2025-08-11,0,0,0,Rainy,25,10
2025-08-12,1,0,0,Clear,29,34
2025-08-13,2,0,0,Clear,31,81
2025-08-14,3,0,0,Cloudy,28,57
2025-08-15,4,0,0,Rainy,26,21
2025-08-16,5,1,0,Clear,32,120
2025-08-17,6,1,0,Cloudy,29,129
2025-08-18,0,0,0,Rainy,26,10
2025-08-19,1,0,0,Cloudy,29,76
2025-08-20,2,0,0,Clear,29,96
2025-08-21,3,0,0,Clear,29,65
2025-08-22,4,0,0,Rainy,25,10
2025-08-23,5,1,0,Clear,32,135
2025-08-24,6,1,0,Clear,32,145
2025-08-25,0,0,0,Clear,29,40
2025-08-26,1,0,0,Clear,30,93
2025-08-27,2,0,0,Clear,31,32
2025-08-28,3,0,0,Clear,30,50
2025-08-29,4,0,0,Cloudy,27,78
2025-08-30,5,1,0,Rainy,24,32
2025-08-31,6,1,0,Cloudy,28,118
2025-09-01,0,0,0,Clear,30,33
2025-09-02,1,0,0,Clear,30,37
2025-09-03,2,0,0,Clear,31,54
2025-09-04,3,0,0,Clear,29,73
2025-09-05,4,0,1,Clear,30,118
2025-09-06,5,1,0,Rainy,25,124
2025-09-07,6,1,1,Clear,32,228
2025-09-08,0,0,0,Clear,29,71
2025-09-09,1,0,0,Rainy,24,24
2025-09-10,2,0,0,Cloudy,28,10
2025-09-11,3,0,0,Clear,31,49
2025-09-12,4,0,0,Clear,29,56
2025-09-13,5,1,0,Clear,29,125
2025-09-14,6,1,0,Cloudy,28,169
2025-09-15,0,0,0,Clear,30,47
2025-09-16,1,0,0,Clear,31,46
2025-09-17,2,0,0,Cloudy,27,45
2025-09-18,3,0,0,Clear,29,32
2025-09-19,4,0,0,Clear,32,63
2025-09-20,5,1,0,Cloudy,27,92
2025-09-21,6,1,0,Clear,31,141
2025-09-22,0,0,0,Rainy,25,10
2025-09-23,1,0,0,Clear,30,90
2025-09-24,2,0,0,Clear,29,70
2025-09-25,3,0,0,Clear,31,84
2025-09-26,4,0,0,Clear,31,59
2025-09-27,5,1,0,Clear,31,166
2025-09-28,6,1,0,Cloudy,27,131
2025-09-29,0,0,0,Rainy,26,27
2025-09-30,1,0,0,Clear,31,50
2025-10-01,2,0,0,Rainy,25,36
2025-10-02,3,0,0,Rainy,26,45
2025-10-03,4,0,0,Rainy,24,10
2025-10-04,5,1,0,Rainy,26,78
2025-10-05,6,1,0,Rainy,24,143
2025-10-06,0,0,1,Clear,32,136
2025-10-07,1,0,0,Clear,31,93
2025-10-08,2,0,0,Cloudy,29,40
2025-10-09,3,0,0,Rainy,24,17
2025-10-10,4,0,0,Rainy,25,18
2025-10-11,5,1,0,Clear,31,105
2025-10-12,6,1,0,Rainy,25,103
2025-10-13,0,0,0,Rainy,26,10
2025-10-14,1,0,0,Rainy,24,60
2025-10-15,2,0,0,Rainy,26,14
2025-10-16,3,0,0,Rainy,24,10
2025-10-17,4,0,0,Cloudy,28,34
2025-10-18,5,1,0,Clear,31,153
2025-10-19,6,1,0,Rainy,25,116
2025-10-20,0,0,1,Rainy,24,114
2025-10-21,1,0,0,Rainy,26,47
2025-10-22,2,0,0,Rainy,26,10
2025-10-23,3,0,0,Rainy,25,10
2025-10-24,4,0,0,Cloudy,28,58
2025-10-25,5,1,0,Clear,29,114
2025-10-26,6,1,0,Rainy,25,88
2025-10-27,0,0,0,Rainy,24,47
2025-10-28,1,0,0,Rainy,26,10
2025-10-29,2,0,0,Rainy,25,10
2025-10-30,3,0,0,Rainy,26,10
2025-10-31,4,0,0,Rainy,25,10
2025-11-01,5,1,0,Rainy,25,109
2025-11-02,6,1,0,Cloudy,27,60
2025-11-03,0,0,0,Rainy,25,38
2025-11-04,1,0,0,Rainy,25,10
2025-11-05,2,0,1,Rainy,26,116
2025-11-06,3,0,0,Rainy,25,29
2025-11-07,4,0,0,Rainy,25,10
2025-11-08,5,1,0,Rainy,24,108
2025-11-09,6,1,0,Rainy,26,79
2025-11-10,0,0,0,Clear,30,82
2025-11-11,1,0,0,Cloudy,29,48
2025-11-12,2,0,0,Clear,32,58
2025-11-13,3,0,0,Rainy,26,17
2025-11-14,4,0,0,Rainy,25,10
2025-11-15,5,1,0,Rainy,24,95
2025-11-16,6,1,0,Rainy,25,100
2025-11-17,0,0,0,Clear,31,56
2025-11-18,1,0,0,Cloudy,29,56
2025-11-19,2,0,0,Cloudy,28,67
2025-11-20,3,0,0,Rainy,24,18
2025-11-21,4,0,0,Rainy,24,32
2025-11-22,5,1,0,Clear,32,129
2025-11-23,6,1,0,Rainy,26,77
2025-11-24,0,0,0,Cloudy,28,10
2025-11-25,1,0,0,Rainy,26,17
2025-11-26,2,0,0,Rainy,26,69
2025-11-27,3,0,0,Rainy,25,40
2025-11-28,4,0,0,Rainy,25,18
2025-11-29,5,1,0,Clear,30,102
2025-11-30,6,1,0,Rainy,24,48
2025-12-01,0,0,0,Clear,29,77
2025-12-02,1,0,0,Clear,29,76
2025-12-03,2,0,0,Clear,29,38
2025-12-04,3,0,1,Clear,31,113
2025-12-05,4,0,0,Rainy,26,10
2025-12-06,5,1,0,Clear,32,96
2025-12-07,6,1,0,Clear,32,134
2025-12-08,0,0,0,Cloudy,27,48
2025-12-09,1,0,0,Cloudy,29,36
2025-12-10,2,0,0,Rainy,26,10
2025-12-11,3,0,0,Cloudy,28,80
2025-12-12,4,0,0,Clear,32,55
2025-12-13,5,1,0,Clear,32,118
2025-12-14,6,1,0,Rainy,25,62
2025-12-15,0,0,0,Clear,32,80
2025-12-16,1,0,0,Clear,32,85
2025-12-17,2,0,0,Rainy,24,34
2025-12-18,3,0,0,Cloudy,28,37
2025-12-19,4,0,0,Clear,29,30
2025-12-20,5,1,0,Rainy,25,86
2025-12-21,6,1,0,Cloudy,29,89
2025-12-22,0,0,0,Rainy,24,10
2025-12-23,1,0,0,Clear,30,79
2025-12-24,2,0,0,Clear,30,81
2025-12-25,3,0,1,Cloudy,29,134
2025-12-26,4,0,0,Cloudy,28,61
2025-12-27,5,1,0,Cloudy,29,94
2025-12-28,6,1,0,Clear,29,105
2025-12-29,0,0,0,Clear,31,56
2025-12-30,1,0,0,Cloudy,29,73
2025-12-31,2,0,0,Rainy,25,19
2026-01-01,3,0,0,Clear,30,42
2026-01-02,4,0,0,Rainy,26,33
2026-01-03,5,1,1,Cloudy,29,227
2026-01-04,6,1,0,Rainy,26,73
2026-01-05,0,0,0,Clear,32,86
2026-01-06,1,0,0,Clear,31,80
2026-01-07,2,0,0,Cloudy,29,37
2026-01-08,3,0,0,Clear,32,38
2026-01-09,4,0,0,Clear,31,50
2026-01-10,5,1,0,Cloudy,29,150
2026-01-11,6,1,0,Clear,31,87
2026-01-12,0,0,0,Clear,29,61
2026-01-13,1,0,0,Cloudy,29,56
2026-01-14,2,0,0,Clear,31,33
2026-01-15,3,0,1,Clear,31,131
2026-01-16,4,0,0,Clear,32,67
2026-01-17,5,1,0,Clear,31,100
2026-01-18,6,1,0,Clear,31,117
2026-01-19,0,0,0,Clear,29,52
2026-01-20,1,0,0,Cloudy,29,65
2026-01-21,2,0,0,Clear,32,52
2026-01-22,3,0,0,Clear,32,45
2026-01-23,4,0,0,Rainy,24,70
2026-01-24,5,1,0,Cloudy,27,117
2026-01-25,6,1,0,Rainy,24,105
2026-01-26,0,0,0,Cloudy,27,70
2026-01-27,1,0,0,Clear,30,56
2026-01-28,2,0,0,Cloudy,29,69
2026-01-29,3,0,0,Clear,29,50
2026-01-30,4,0,0,Clear,31,67
2026-01-31,5,1,0,Clear,31,137
2026-02-01,6,1,1,Clear,29,193
2026-02-02,0,0,0,Rainy,24,37
2026-02-03,1,0,0,Rainy,24,10
2026-02-04,2,0,1,Clear,29,151
2026-02-05,3,0,0,Clear,32,24
2026-02-06,4,0,0,Clear,31,91
2026-02-07,5,1,0,Clear,30,142
2026-02-08,6,1,0,Clear,31,108
2026-02-09,0,0,0,Cloudy,29,58
2026-02-10,1,0,0,Cloudy,29,62
2026-02-11,2,0,0,Clear,32,51
2026-02-12,3,0,0,Rainy,26,37
2026-02-13,4,0,0,Cloudy,29,13
2026-02-14,5,1,0,Clear,31,140
2026-02-15,6,1,1,Clear,30,187
2026-02-16,0,0,0,Rainy,24,26
2026-02-17,1,0,0,Clear,29,60
2026-02-18,2,0,0,Cloudy,29,23
2026-02-19,3,0,0,Clear,29,17
2026-02-20,4,0,0,Cloudy,29,41
2026-02-21,5,1,0,Clear,32,102
2026-02-22,6,1,0,Rainy,26,104
2026-02-23,0,0,0,Clear,31,35
2026-02-24,1,0,0,Rainy,25,11
2026-02-25,2,0,0,Rainy,26,10
2026-02-26,3,0,0,Clear,29,72
2026-02-27,4,0,0,Clear,32,55
2026-02-28,5,1,0,Rainy,25,106
2026-03-01,6,1,0,Cloudy,28,118
2026-03-02,0,0,1,Clear,32,151
2026-03-03,1,0,0,Rainy,24,62
2026-03-04,2,0,0,Rainy,25,22
2026-03-05,3,0,0,Clear,30,63
2026-03-06,4,0,0,Clear,32,79
2026-03-07,5,1,0,Cloudy,28,104
2026-03-08,6,1,0,Cloudy,29,117
2026-03-09,0,0,0,Cloudy,29,81
2026-03-10,1,0,0,Clear,31,62
2026-03-11,2,0,0,Clear,29,70
2026-03-12,3,0,0,Clear,31,67
2026-03-13,4,0,0,Clear,30,51
2026-03-14,5,1,0,Rainy,26,97
2026-03-15,6,1,0,Clear,32,140
2026-03-16,0,0,0,Clear,32,59
2026-03-17,1,0,0,Cloudy,29,12
2026-03-18,2,0,0,Clear,29,52
2026-03-19,3,0,0,Rainy,25,11
2026-03-20,4,0,0,Cloudy,29,84
2026-03-21,5,1,1,Cloudy,28,203
2026-03-22,6,1,0,Clear,32,136
2026-03-23,0,0,0,Cloudy,27,84
2026-03-24,1,0,0,Clear,29,63
2026-03-25,2,0,0,Cloudy,27,52
2026-03-26,3,0,0,Cloudy,29,50
2026-03-27,4,0,0,Clear,31,88
2026-03-28,5,1,0,Rainy,26,97
2026-03-29,6,1,0,Rainy,26,99
2026-03-30,0,0,0,Clear,30,54
2026-03-31,1,0,0,Rainy,24,24
2026-04-01,2,0,1,Cloudy,29,154
2026-04-02,3,0,0,Clear,31,102
2026-04-03,4,0,1,Clear,32,163
2026-04-04,5,1,0,Clear,31,146
2026-04-05,6,1,0,Clear,31,183
2026-04-06,0,0,0,Clear,31,64
2026-04-07,1,0,0,Cloudy,28,86
2026-04-08,2,0,0,Rainy,25,44
2026-04-09,3,0,0,Clear,30,48
2026-04-10,4,0,0,Clear,30,24
2026-04-11,5,1,0,Clear,30,108
2026-04-12,6,1,0,Clear,32,135
2026-04-13,0,0,1,Clear,32,121
2026-04-14,1,0,1,Rainy,25,85
2026-04-15,2,0,0,Cloudy,27,67
2026-04-16,3,0,0,Cloudy,27,82
2026-04-17,4,0,0,Cloudy,28,74
2026-04-18,5,1,0,Clear,31,101
2026-04-19,6,1,0,Clear,29,131
2026-04-20,0,0,0,Clear,31,22
2026-04-21,1,0,0,Clear,30,67
2026-04-22,2,0,0,Clear,32,52
2026-04-23,3,0,0,Clear,30,36
2026-04-24,4,0,0,Clear,31,86
2026-04-25,5,1,0,Clear,30,121
2026-04-26,6,1,0,Clear,29,151
2026-04-27,0,0,0,Clear,31,52
2026-04-28,1,0,0,Cloudy,29,67
2026-04-29,2,0,0,Cloudy,29,30
2026-04-30,3,0,0,Clear,31,58
2026-05-01,4,0,1,Rainy,24,121
2026-05-02,5,1,1,Rainy,25,145
2026-05-03,6,1,0,Rainy,26,43
2026-05-04,0,0,0,Cloudy,27,68
2026-05-05,1,0,0,Rainy,25,10
2026-05-06,2,0,0,Rainy,26,13
2026-05-07,3,0,0,Rainy,24,10
2026-05-08,4,0,0,Cloudy,29,49
2026-05-09,5,1,0,Rainy,26,36
2026-05-10,6,1,0,Rainy,25,61
2026-05-11,0,0,0,Rainy,25,10
2026-05-12,1,0,0,Rainy,24,10
2026-05-13,2,0,0,Rainy,24,24
2026-05-14,3,0,0,Rainy,26,24
2026-05-15,4,0,0,Rainy,24,11
2026-05-16,5,1,0,Rainy,25,125
2026-05-17,6,1,0,Clear,31,132
2026-05-18,0,0,0,Rainy,26,14
2026-05-19,1,0,0,Rainy,25,21
2026-05-20,2,0,0,Rainy,26,13
2026-05-21,3,0,0,Rainy,26,32
2026-05-22,4,0,0,Rainy,24,11
2026-05-23,5,1,0,Cloudy,27,138
2026-05-24,6,1,0,Clear,30,142
2026-05-25,0,0,0,Cloudy,28,54
2026-05-26,1,0,0,Cloudy,28,38
2026-05-27,2,0,0,Clear,32,49
2026-05-28,3,0,1,Clear,31,131
2026-05-29,4,0,0,Rainy,26,10
2026-05-30,5,1,1,Rainy,24,163
2026-05-31,6,1,0,Clear,31,134
2026-06-01,0,0,0,Rainy,25,57
2026-06-02,1,0,0,Rainy,26,10
2026-06-03,2,0,0,Clear,32,76
2026-06-04,3,0,0,Clear,30,57
2026-06-05,4,0,0,Rainy,25,45
2026-06-06,5,1,0,Clear,29,127
2026-06-07,6,1,0,Rainy,25,77
2026-06-08,0,0,0,Rainy,26,23
2026-06-09,1,0,0,Cloudy,27,72
2026-06-10,2,0,0,Cloudy,29,42
2026-06-11,3,0,0,Rainy,24,10
2026-06-12,4,0,0,Cloudy,29,76
2026-06-13,5,1,0,Cloudy,29,98
2026-06-14,6,1,0,Cloudy,28,150
2026-06-15,0,0,0,Rainy,24,10
2026-06-16,1,0,0,Rainy,24,10
2026-06-17,2,0,0,Cloudy,27,38
2026-06-18,3,0,0,Rainy,24,30
2026-06-19,4,0,0,Cloudy,27,39
2026-06-20,5,1,0,Rainy,25,23
2026-06-21,6,1,0,Rainy,25,98
2026-06-22,0,0,0,Rainy,25,10
2026-06-23,1,0,0,Rainy,24,10
2026-06-24,2,0,0,Clear,32,50
2026-06-25,3,0,0,Rainy,25,19
2026-06-26,4,0,0,Rainy,25,10
2026-06-27,5,1,0,Cloudy,28,128
2026-06-28,6,1,0,Clear,29,115
2026-06-29,0,0,1,Rainy,24,73
2026-06-30,1,0,0,Rainy,26,10
2026-07-01,2,0,0,Clear,31,72
2026-07-02,3,0,0,Rainy,26,10
2026-07-03,4,0,0,Rainy,26,10
2026-07-04,5,1,0,Rainy,25,41
2026-07-05,6,1,0,Rainy,25,56
2026-07-06,0,0,0,Cloudy,27,39
2026-07-07,1,0,0,Rainy,25,22
2026-07-08,2,0,0,Rainy,25,46
2026-07-09,3,0,0,Rainy,24,10
2026-07-10,4,0,0,Rainy,24,10
2026-07-11,5,1,0,Clear,32,132
2026-07-12,6,1,0,Rainy,24,47
2026-07-13,0,0,0,Rainy,25,10
2026-07-14,1,0,0,Clear,29,81
2026-07-15,2,0,0,Rainy,24,16
2026-07-16,3,0,0,Clear,31,70
2026-07-17,4,0,0,Rainy,26,12
2026-07-18,5,1,0,Cloudy,28,116
2026-07-19,6,1,0,Rainy,24,79
2026-07-20,0,0,0,Cloudy,29,28
2026-07-21,1,0,0,Rainy,25,62
2026-07-22,2,0,0,Rainy,24,10
2026-07-23,3,0,0,Cloudy,28,21
2026-07-24,4,0,0,Rainy,25,36
2026-07-25,5,1,0,Rainy,25,98
2026-07-26,6,1,0,Rainy,24,102
2026-07-27,0,0,0,Rainy,25,10
2026-07-28,1,0,0,Cloudy,27,83
2026-07-29,2,0,1,Rainy,25,84
2026-07-30,3,0,0,Cloudy,27,35
2026-07-31,4,0,0,Clear,30,57
2026-08-01,5,1,0,Cloudy,28,134
